L1-dcache-stores,LLC-loads,dTLB-stores,L1-dcache-load-misses,cache-references,dTLB-store-misses,L1-dcache-loads,L1-icache-load-misses,LLC-stores,branch-instructions,branch-loads,branch-load-misses,branch-misses,cache-misses,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,instructions,Class
22220540,1053513,23976653,1867884,2656750,44030,30515555,871197,206385,16463988,16463988,1054803,958246,359174,173923253,337466,41420085,49333,166329984,0
25333528,1090440,26364095,1855755,2787563,54917,20226259,831573,214402,17006978,17006978,1070109,1009022,346290,176939552,365453,42113022,68698,169341691,0
26198988,1028540,20660919,1854022,2924635,45459,38521030,1028974,208392,19281967,19281798,976821,950084,309324,171037972,325906,41910416,53343,173567772,0
30767444,1398311,33131528,2732847,4322145,69282,64526955,1554948,275566,24627145,24627145,1332408,1633515,480105,356282783,529557,53294409,132287,214034640,0
126967724,2925010,133973201,6183375,13639379,423573,154044236,6792036,788467,112899426,112486483,3746503,4980930,1718525,984809664,1655220,328591129,705394,1175438162,0
4559822,386762,5254159,523359,991864,18837,4873847,382352,73152,5285117,5285117,244809,257700,361683,64579986,155784,8546244,17548,27235473,0
4705390,397626,5468760,718059,1110825,17128,9811808,501184,84610,5911860,5912204,278998,242965,264207,55902912,157716,9390178,22541,29914690,0
8568810,408739,6504616,798297,1239079,20098,13707877,492830,75390,5434833,5434833,237595,203608,241160,52133603,124074,9876150,21406,37280739,0
11858910,641667,13530110,1486995,1857176,32980,10943127,656626,134116,13514783,13514762,526067,884982,411120,244305394,341980,21254267,51561,76713600,0
166971619,2298272,150897780,6791109,10967601,286117,215145946,6015851,427007,82568296,82426250,2188244,2983203,757696,612153935,995292,192843387,362474,705241016,0
5223704,359566,5040775,575916,1095298,18983,7532123,493754,82113,6149466,6149466,260779,271653,329424,72283237,159507,9396063,23250,30015006,0
5928105,400710,6208263,720666,1262563,18695,13802653,624909,78202,4970033,4970033,238683,271310,294395,66366628,172849,9426373,37832,29630487,0
6237195,263346,4316639,707253,1131508,17011,15150240,495857,70205,5523147,5487222,224718,233675,292325,60546339,136826,9675602,19719,37530117,0
11021154,662794,14758484,1278752,1548644,31713,13044586,729403,135790,13260641,13260641,565065,853835,521692,262717186,370723,21328644,70631,76290601,0
73742731,1207878,79913130,3277321,8464855,175461,295742425,5676272,168172,39791886,39679668,1295935,1814197,438673,283612710,385227,150024507,163902,540960729,0
4827967,351438,7094422,717407,1266874,20033,10278631,543380,72930,5240197,5240197,240404,212744,247616,51363505,138960,8590171,18539,27295403,0
5816395,381204,6650510,859682,1149160,17219,8720340,576768,81619,5867691,5867691,270498,240726,296206,57501731,153727,9386375,23300,29801443,0
4953933,354052,7445521,677769,1058195,15488,8911274,462771,70808,5544027,5544027,234973,202070,255318,53177764,120921,10775984,18087,43882764,0
15896829,850951,12806053,1082754,1600449,26932,26433183,910778,179894,15900656,15900656,568052,897650,457314,254363692,389503,20682711,51968,74437864,0
287505113,5998773,265204591,16014890,12544324,545597,86607193,5438974,1230588,183103254,183058099,5423517,5626150,1201981,1129678207,2609236,362256022,788332,1286389534,0
5986697,392269,6436250,739545,863663,16256,10150546,489785,78190,6925461,6925209,268164,246294,296654,57511058,145127,14426219,21766,60494181,0
5900674,337424,5054595,755115,954723,19122,7104128,410215,82302,5973064,5973064,273443,291971,306927,63077081,165353,9462559,23848,29900871,0
6851963,381575,5924514,786567,1026699,17756,10614930,439358,70678,5555950,5555950,233067,201717,244758,50211774,121326,9774429,24038,37392413,0
12035166,685913,16222565,1327070,1753844,34329,11165268,754597,139453,14119559,14119559,577814,839371,423122,243735748,324234,23781338,98374,85689180,0
1287150587,8085661,1274232648,30818108,19628017,688368,619308121,16693664,1135255,1181738847,1181660528,14512120,15464307,1076553,3742219550,3205890,1675753673,2045728,6064304735,0
8246056,365040,5366536,785490,1147531,19133,9091018,435973,76744,5357613,5357613,252150,217254,256157,51246094,138445,7308872,15739,23015543,0
4955761,380750,5863429,720567,1140810,18067,9677555,466869,78801,5928891,5928891,275853,241295,264262,55521857,154438,8018019,21145,25231727,0
4854999,300742,5666527,629425,1250307,18685,12524664,438202,71534,5562619,5562619,231338,206398,228516,50776137,122541,8291616,16193,32921556,0
11894076,710101,15182771,1155708,2439678,32850,23212956,1123645,143562,13708295,13708295,562776,843852,426015,248231861,334069,19394274,64448,69992518,0
496347613,8422916,471055306,25807740,40240439,1392485,954821501,24080669,1797501,349544914,349389887,8464208,12159468,2100040,2330504478,2919293,955872117,1699684,3282354756,0
7376937,419201,4996530,720736,1222673,17672,11081557,559815,65041,4360632,4360632,208801,252230,305804,59674495,155606,7272659,24751,22977311,0
7318659,469943,5365253,660696,1029364,17944,6419921,364193,68626,4948937,4948937,237145,288359,302936,67978662,182038,8170388,18997,25690337,0
7712239,389789,6082830,788140,917996,13291,10036411,410658,64539,4671187,4671187,203757,262258,324270,68905530,152623,8754854,18751,34002943,0
16640206,795280,13390299,1330628,2969074,31248,31733061,1981058,312935,56356723,56356723,858630,621527,392635,148755583,296985,24280179,108159,84495130,0
28381626,625804,21707014,1959336,5197758,119923,61403162,2303250,529809,94214020,93641968,3716650,3842687,799467,515946934,762814,68899536,208547,248289809,0
5118312,372392,10657570,851449,711355,11828,3399513,209501,77140,5374118,5379827,250966,259956,290769,62347617,161681,7200237,18977,22531775,0
7786932,396083,7465118,828613,908941,15797,8829219,376633,88098,6004241,6004241,291749,283474,315285,69484306,180555,7914066,20664,25129781,0
4293544,321414,6872172,643520,956953,14233,8228854,335460,79931,5700390,5700390,252137,246160,283434,62529660,145301,8294276,22071,32912421,0
14544778,682709,14428577,1452724,2027808,31257,18504663,908228,148250,13825897,13825897,573854,879712,528157,259312328,393635,19823722,61918,71541961,0
136627982,6748384,136636721,15134412,21055557,355113,172258319,10046969,1186224,149202939,149101764,5265571,6619191,1367955,1204027284,2367580,200780423,658331,712635513,0
16121134,1659230,13604650,2887575,4255766,58499,19968024,1393022,233659,12773142,12772927,897924,848000,336313,189428158,711980,25442806,133273,68054452,0
13940092,1635332,16851381,2981273,4180742,61985,9083124,1314939,267135,15454474,15454259,1005931,854924,322135,187433180,705447,22840162,104307,61213234,0
17464218,1871387,13718601,2633749,4315636,53805,27590585,1612827,218568,12394690,12394454,775843,823126,362776,194056877,686969,23226809,111511,69105053,0
27911408,2047342,22333677,3443830,5939532,81072,35619501,2310821,337935,23138809,23138778,1217222,1472215,553332,393011306,909384,38382300,182341,121243717,0
218974923,7293429,205676621,17358105,22496093,436562,129211601,9568403,1683921,243513984,243393498,8540050,8499324,2083478,1436981384,2671955,341872123,1001027,1222124330,0
24980545,1304609,23557842,2530674,4043148,65691,50067053,2305686,205888,20213271,20213271,797980,792061,549647,187076676,377160,31431313,142126,94733894,0
12939822,982455,14311203,1772307,2596091,58634,13411483,1248247,200682,14947803,14947803,737940,738439,533807,164653370,386920,22633422,79115,69505242,0
18705720,1022644,17302129,1909223,2792093,52339,34982076,1325698,190052,16209379,16209379,719400,714058,467170,150539032,343693,25635954,74833,85081319,0
23592781,1338903,26128753,2640131,4206057,66582,44886321,1956019,228099,21895983,21895983,983070,996881,619641,208993817,460262,34709335,93729,113643314,0
396448004,8933961,427261639,30091807,26846102,983447,355456710,11190573,2309513,347616964,347584766,7799414,8641731,2163752,1958368027,2624690,812343639,1300008,2819298614,0
6708221,455556,6750303,916267,858180,18998,8159631,397804,84367,6353508,6353508,289338,288325,348770,71566341,168988,9917279,22727,31827870,0
5925523,409680,6901132,945771,1205245,23657,8732805,501365,86689,6016463,6016463,296599,293105,328778,72002785,185424,9551131,24983,30365818,0
6856740,432802,5435943,612676,1341713,22077,14644926,454066,78064,5691877,5691877,252041,251668,285792,60658004,149264,9888313,18539,38000803,0
14343775,705060,15975665,1521540,2548910,41131,28434938,1162279,153897,13818735,13819859,589875,883497,564355,271350146,383344,21179755,63860,76239290,0
188305632,4279962,200954285,10917171,20758066,443667,453407461,11027347,104401,9232082,9232082,361060,1596221,522762,296598502,620747,374951911,688188,1132204279,0
10034422,2601530,13567510,2404842,6082226,77345,18061370,1575779,76108,5839940,5839940,255839,256503,309890,59732518,149331,17662477,74081,44184271,0
10700567,1458535,16459090,4059860,6293141,77545,19734298,2074052,81574,5861367,5861367,271468,287574,290731,62156284,164582,18369244,68143,46919313,0
16622069,2579121,8542470,2297740,6519400,72568,22792549,2143760,72408,5553830,5553830,235100,234025,267622,57418084,134847,18777791,61749,54273393,0
25359944,2841511,16667698,2726427,7023114,93115,12020090,2078142,176732,15799067,15799067,601102,829347,499486,256637964,350228,32435184,110737,101514161,0
1367389357,18257544,1363163257,79183681,48121067,11430113,2663267956,31079420,2846710,975342374,975131973,23038635,25989590,3850942,7290530868,73986134,1714717172,1837699,5301177625,0
6649620,342086,7344613,714800,932330,14360,5705253,319566,72799,5234536,5234536,244180,241685,272656,54488229,145196,133943753,29654,502984234,0
5605885,418690,6256217,670797,1151167,18028,9960768,520843,80083,5924271,5924271,288115,243514,271624,55408400,152809,9608223,21626,30439682,0
9180885,467397,7221123,879667,982971,15958,9729125,333098,70733,5322187,5322356,234271,227228,248187,51161655,122871,9696313,18728,37467130,0
14194224,683400,10853181,1505107,2206253,33630,16569022,800985,174510,16016131,16016131,598494,857463,428801,246216735,350212,20730828,63339,74676250,0
167940676,3713841,153166173,11955960,13042229,401904,220101004,7571345,11354443,723404647,723358206,6886690,5682266,8296089,13819944886,2741803,298406956,590281,1077961111,0
8666663,375833,5348291,923224,953974,20139,4742789,339518,403041,40605130,40604677,4060741,4078894,6956,3474214145,13057084,9834968,22017,31367633,0
6783911,486264,6761662,774212,1089647,21407,7882069,387609,48279,2260630,2255561,168757,90330,67785,20085176,60142,10057398,23008,31819140,0
7042659,364884,6154172,837315,1301670,20035,7281481,494861,23095,698346,698346,74778,70912,66181,18814377,59124,10248392,21738,39014799,0
17594070,756061,12191294,1573288,2301850,35773,27131894,1258852,20888,616530,616530,67890,84285,63968,17317569,61068,24086025,79229,86325298,0
804618968,2068476,842227489,11825349,8131913,358759,2243394332,3466569,261179,24903919,24705038,983423,1080937,480687,231993526,441045,2009394395,117159,3797251091,0
3678727259,117325859,3663602957,389772366,418351473,3620891,3101467510,274045484,86319,6139664,6139664,291149,261597,279218,63697526,171814,4110699338,38474887,17570898092,0
1324112966,137684868,1314401296,359306713,264320805,3369252,2539777368,201516856,81304,5856893,5856893,269285,243690,269635,58790308,162992,4281707387,38188048,18408485582,0
3126662471,123203280,3071286591,385388609,285895348,3782208,1320297686,150113602,66426,5324083,5324083,227324,199713,249559,53012244,118828,4557053872,43786966,19612387473,0
3203732225,122287184,3202908187,380191503,251270335,2808877,2676675346,178537020,148258,13860454,13898362,565064,843823,462915,242732177,344496,4763428525,45817294,20545438889,0
28434399,1558820,40019106,2505548,29304385,792868,510178282,16542498,2457121,228122067,227942930,7419374,7170415,2487582,1513430492,2560408,334830696,959324,1354134527,0
4950657,385215,7608254,655960,1516604,26028,16257411,755887,129419,14466088,14466106,550760,407665,386960,83182533,210350,17681131,48540,60695085,0
5525904,374767,7019177,772563,1813718,28308,15462613,836542,111616,11465692,11465692,451968,541705,535551,121934699,246236,15574502,50243,54612308,0
6647206,396273,5738288,601971,1671568,25115,12103112,690475,105219,9959885,9959885,392170,487821,462833,101901072,215727,16656524,68536,64430980,0
12812652,647477,9937223,1273534,3091158,42319,28625767,1416667,159125,17502467,17502467,668476,1194863,662367,308162585,476208,30792263,113707,114399931,0
13103657,525587,9742712,1221753,3539786,53920,52570190,2099149,528461,97443863,96963037,3854820,3322093,537590,475969924,739249,43533660,136371,160978645,0
81550222,2940652,88293431,7602834,14041976,235385,197845368,6446912,73729,5590611,5590611,257335,253916,289411,67102375,165073,131603211,399511,582802452,0
10299595,581212,8835380,1142324,3916423,56576,19874109,1471080,89446,6058195,6058195,289922,279686,306818,68315047,187417,26797210,108840,80402302,0
5415898,408055,7273111,828937,4161425,53710,24673397,1476256,79145,5666459,5666459,251852,244789,275234,60300887,144173,19172623,91216,57584302,0
14524993,727306,11802436,1945695,3444858,54211,30568374,1546441,178449,15861594,15861594,599060,853894,473552,248874870,344370,30034988,150996,92581130,0
801640284,23062909,818003969,82392777,32852177,6644169,735825344,12855027,3139396,389335934,389232790,9442326,9461650,7023067,5034262899,5169974,1224102262,1290640,5305762110,0
133789247,5794043,138443099,18021793,20748316,295162,506539095,10996507,1479347,125915484,125911049,3703516,1828684,700274,460637486,577540,1429351801,677994,6911442318,0
92031564,3957308,82133869,14195086,15977529,229757,123403607,6317383,1165531,96306827,96306827,3102210,312073,268966,69339455,185271,138216236,528344,466327301,0
109269606,6472285,95895121,21436891,19161432,215410,212582045,7827008,1183001,96741574,96701047,3301828,286184,317158,65994110,159502,234676766,482582,815445503,0
104612159,6938097,104809453,21806066,19741726,240900,221336018,8500900,1225637,100272082,100484853,3238852,653091,382474,158711691,286702,216051154,612779,715470363,0
14961377,529419,12139878,1259681,2926690,48519,52620871,1649787,551373,90815925,90344222,3546033,3687259,457068,495280119,772811,46812157,142695,176363486,0
91599491,3973567,102997407,9401264,5839062,118094,87429704,2324085,81221,6407080,6407080,329674,264666,308614,59848708,157283,89916186,216435,449081006,0
45341630,2006414,55576224,3808807,4918698,107077,63598595,3013200,85451,6129352,6129352,319677,286464,301293,65396101,173881,76897853,369853,232816229,0
12355995,841106,10070127,1067490,2205876,29047,19768595,836911,77433,5924412,5924412,327516,251079,283183,63491386,146373,17904335,65994,61555282,0
18946818,1125739,18348105,2061956,2860452,39584,15856933,986842,177989,16399538,16399538,653770,901508,486616,258104119,395990,28270812,116183,96780405,0
14676635,566347,8310807,1146465,2951211,49014,34171769,1940485,122642,10545019,10545019,418136,1054892,451132,223099450,360122,14774287,38319,55959736,0
151135112,5776580,143282822,32325015,7917721,149352,100401721,3651583,1698672,97901291,97901010,3236174,2458134,1281431,531508260,925751,98475724,276844,466964800,0
